Year,m,d,Time,Time zone,Relative humidity (%)
2022,2,4,10:00,UTC,92
2022,2,4,11:00,UTC,86
2022,2,4,12:00,UTC,86
2022,2,4,13:00,UTC,86
2022,2,4,14:00,UTC,89
2022,2,4,15:00,UTC,86
2022,2,4,16:00,UTC,89
2022,2,4,17:00,UTC,88
2022,2,4,18:00,UTC,88
2022,2,4,19:00,UTC,90
2022,2,4,20:00,UTC,89
2022,2,4,21:00,UTC,91
2022,2,4,22:00,UTC,90
2022,2,4,23:00,UTC,91
2022,2,5,00:00,UTC,92
2022,2,5,01:00,UTC,92
2022,2,5,02:00,UTC,92
2022,2,5,03:00,UTC,92
2022,2,5,04:00,UTC,93
2022,2,5,05:00,UTC,92
2022,2,5,06:00,UTC,94
2022,2,5,07:00,UTC,93
2022,2,5,08:00,UTC,93
2022,2,5,09:00,UTC,93
2022,2,5,10:00,UTC,94
2022,2,5,11:00,UTC,95
2022,2,5,12:00,UTC,96
2022,2,5,13:00,UTC,97
2022,2,5,14:00,UTC,97
2022,2,5,15:00,UTC,96
2022,2,5,16:00,UTC,97
2022,2,5,17:00,UTC,94
2022,2,5,18:00,UTC,94
2022,2,5,19:00,UTC,89
2022,2,5,20:00,UTC,90
2022,2,5,21:00,UTC,86
2022,2,5,22:00,UTC,87
2022,2,5,23:00,UTC,90
2022,2,6,00:00,UTC,92
2022,2,6,01:00,UTC,95
2022,2,6,02:00,UTC,97
2022,2,6,03:00,UTC,98
2022,2,6,04:00,UTC,99
2022,2,6,05:00,UTC,98
2022,2,6,06:00,UTC,98
2022,2,6,07:00,UTC,96
2022,2,6,08:00,UTC,96
2022,2,6,09:00,UTC,97
2022,2,6,10:00,UTC,97
2022,2,6,11:00,UTC,96
2022,2,6,12:00,UTC,95
2022,2,6,13:00,UTC,95
2022,2,6,14:00,UTC,95
2022,2,6,15:00,UTC,93
2022,2,6,16:00,UTC,94
2022,2,6,17:00,UTC,93
2022,2,6,18:00,UTC,92
2022,2,6,19:00,UTC,92
2022,2,6,20:00,UTC,91
2022,2,6,21:00,UTC,93
2022,2,6,22:00,UTC,92
2022,2,6,23:00,UTC,92
2022,2,7,00:00,UTC,92
2022,2,7,01:00,UTC,92
2022,2,7,02:00,UTC,95
2022,2,7,03:00,UTC,97
2022,2,7,04:00,UTC,97
2022,2,7,05:00,UTC,97
2022,2,7,06:00,UTC,90
2022,2,7,07:00,UTC,95
2022,2,7,08:00,UTC,98
2022,2,7,09:00,UTC,94
2022,2,7,10:00,UTC,92
2022,2,7,11:00,UTC,86
2022,2,7,12:00,UTC,84
2022,2,7,13:00,UTC,92
2022,2,7,14:00,UTC,91
2022,2,7,15:00,UTC,96
2022,2,7,16:00,UTC,97
2022,2,7,17:00,UTC,92
2022,2,7,18:00,UTC,95
2022,2,7,19:00,UTC,96
2022,2,7,20:00,UTC,95
2022,2,7,21:00,UTC,94
2022,2,7,22:00,UTC,94
2022,2,7,23:00,UTC,95
2022,2,8,00:00,UTC,95
2022,2,8,01:00,UTC,92
2022,2,8,02:00,UTC,90
2022,2,8,03:00,UTC,91
2022,2,8,04:00,UTC,90
2022,2,8,05:00,UTC,93
2022,2,8,06:00,UTC,92
2022,2,8,07:00,UTC,92
2022,2,8,08:00,UTC,92
2022,2,8,09:00,UTC,92
2022,2,8,10:00,UTC,91
2022,2,8,11:00,UTC,90
2022,2,8,12:00,UTC,94
2022,2,8,13:00,UTC,95
2022,2,8,14:00,UTC,94
2022,2,8,15:00,UTC,95
2022,2,8,16:00,UTC,96
2022,2,8,17:00,UTC,97
2022,2,8,18:00,UTC,96
2022,2,8,19:00,UTC,96
2022,2,8,20:00,UTC,96
2022,2,8,21:00,UTC,97
2022,2,8,22:00,UTC,90
2022,2,8,23:00,UTC,95
2022,2,9,00:00,UTC,98
2022,2,9,01:00,UTC,99
2022,2,9,02:00,UTC,97
2022,2,9,03:00,UTC,97
2022,2,9,04:00,UTC,96
2022,2,9,05:00,UTC,97
2022,2,9,06:00,UTC,97
2022,2,9,07:00,UTC,96
2022,2,9,08:00,UTC,96
2022,2,9,09:00,UTC,90
2022,2,9,10:00,UTC,85
2022,2,9,11:00,UTC,84
2022,2,9,12:00,UTC,88
2022,2,9,13:00,UTC,91
2022,2,9,14:00,UTC,92
2022,2,9,15:00,UTC,94
2022,2,9,16:00,UTC,96
2022,2,9,17:00,UTC,95
2022,2,9,18:00,UTC,96
2022,2,9,19:00,UTC,96
2022,2,9,20:00,UTC,96
2022,2,9,21:00,UTC,94
2022,2,9,22:00,UTC,92
2022,2,9,23:00,UTC,92
2022,2,10,00:00,UTC,92
